date,adj_close,close,high,low,open,volume,short_ma,long_ma,signal,position,buy_signal,sell_signal,rsi,rsi_signal,rsi_buy_signal,rsi_sell_signal
2024-12-31,1.040615200996399,1.040615200996399,1.0424268245697021,1.0348539352416992,1.040615200996399,0,1.041099977493286,1.0486425518989564,0,0.0,0,0,39.28759795704666,0,0,0
2025-01-02,1.0351860523223877,1.0351860523223877,1.0375596284866333,1.0231853723526,1.0351860523223877,0,1.039668071269989,1.0477900743484496,0,0.0,0,0,34.55623565178148,0,0,0
2025-01-03,1.0268205404281616,1.0268205404281616,1.0305347442626953,1.0265464782714844,1.0268205404281616,0,1.038847601413727,1.0468634684880576,0,0.0,0,0,28.800771867936092,1,1,0
2025-01-06,1.0305347442626953,1.0305347442626953,1.0435036420822144,1.029632806777954,1.0305347442626953,0,1.0382515788078308,1.0463168223698933,0,0.0,0,0,34.052588437105626,0,0,0
2025-01-07,1.0386372804641724,1.0386372804641724,1.043623447418213,1.035947322845459,1.0386372804641724,0,1.0377845406532287,1.0460051536560058,0,0.0,0,0,43.79275706804646,0,0,0
2025-01-08,1.034554123878479,1.034554123878479,1.0358400344848633,1.0276752710342407,1.034554123878479,0,1.0371816873550415,1.0456759572029113,0,0.0,0,0,40.543045413668516,0,0,0
2025-01-09,1.0314701795578003,1.0314701795578003,1.0323113203048706,1.0286160707473755,1.0314701795578003,0,1.03630291223526,1.0450876355171204,0,0.0,0,0,38.23522822596176,0,0,0
2025-01-10,1.0297601222991943,1.0297601222991943,1.0311936140060425,1.0221186876296997,1.0297601222991943,0,1.0352834105491637,1.0442048033078513,0,0.0,0,0,36.97827115451358,0,0,0
2025-01-13,1.0244431495666504,1.0244431495666504,1.025020718574524,1.0183818340301514,1.0244431495666504,0,1.0334959149360656,1.0431428790092467,0,0.0,0,0,33.311457362363186,0,0,0
2025-01-14,1.0265253782272339,1.0265253782272339,1.0303966999053955,1.0239711999893188,1.0265253782272339,0,1.0318546772003174,1.0422101418177288,0,0.0,0,0,35.9884623683931,0,0,0
